seed;score;water scale;water coverage;elevation type
2993782169;0.372343;6;0.5;island
2993782169;0.372343;0.75;0.166667;1.1
2993782169;0.372343;1.5;0.75;island
2993782169;0.372343;6;0.25;island
2993782169;0.372343;4;1.5;island
2993782169;0.372343;6;1.33333;1.1
2993782169;0.372343;3;0.5;1.1
2993782169;0.372343;1.5;0.166667;1.1
2993782169;0.372343;4;1;island
2993782169;0.372343;2;0.75;island
2993782169;0.372343;6;1.33333;island
2993782169;0.372343;1.5;0.333333;1.1
2993782169;0.372343;3;0.333333;island
2993782169;0.372343;2;6;island
2993782169;0.372343;2;1.5;island
2993782169;0.372343;2;0.25;island
2993782169;0.372343;6;3;island
2993782169;0.372343;2;4;island
2993782169;0.372343;4;0.166667;island
2993782169;0.372343;4;4;1.1
2993782169;0.372343;4;0.5;1.1
2993782169;0.372343;1.5;1.33333;island
2993782169;0.372343;1.5;2;island
1588623846;0.372303;1;2;island
104275453;0.372234;0.5;0.333333;1.1
275858883;0.372201;0.5;2;1.1
2985602899;0.372174;0.25;0.5;2.0
2403780516;0.372103;0.75;6;2.0
2626917003;0.372101;0.25;0.25;1.1
3966488463;0.372087;0.333333;1;1.1
2397924232;0.372012;0.75;4;2.0
2090285924;0.37198;0.25;0.166667;2.0
704558783;0.371927;0.333333;0.5;1.1
3986167035;0.371922;0.333333;0.25;2.0
2773206279;0.371892;0.5;0.75;1.1
2773206279;0.371892;0.5;0.75;island
2160485547;0.371868;0.166667;0.166667;2.0
3472421416;0.371835;0.75;0.5;1.1
2477596822;0.371832;0.5;0.333333;2.0
1588003141;0.371802;0.5;1.5;island
423852793;0.371719;0.25;0.5;2.0
2337284832;0.371657;0.75;0.166667;2.0
3044437445;0.371619;0.25;0.5;2.0
1973742259;0.3716;0.75;0.333333;island
1973742259;0.3716;0.75;0.333333;1.1
1973742259;0.3716;0.75;0.25;1.1
1973742259;0.3716;0.75;0.25;island
3376654320;0.371525;1;2;2.0
3376654320;0.371525;1;3;2.0
2554155895;0.371516;0.75;6;island
2554155895;0.371516;0.75;4;island
2554155895;0.371516;0.75;3;island
3426842491;0.371512;0.25;0.166667;1.1
1830341770;0.371476;0.75;1.5;island
3149050504;0.371343;0.25;0.5;1.1
1843304911;0.371227;1;2;island
290453557;0.371218;0.333333;0.333333;1.1
3334209106;0.371167;0.5;0.333333;2.0
3369330004;0.371059;1.5;0.25;1.1
96204779;0.371053;0.75;0.5;2.0
3521753847;0.371029;0.166667;0.333333;2.0
3521753847;0.371029;0.166667;0.25;2.0
3972281575;0.371001;0.5;0.5;1.1
4124101795;0.370927;0.75;1.33333;2.0
4124101795;0.370927;0.75;3;2.0
4124101795;0.370927;0.75;1;2.0
4124101795;0.370927;0.75;1.5;2.0
4124101795;0.370927;0.75;0.5;2.0
4124101795;0.370927;0.75;0.75;2.0
4124101795;0.370927;0.75;2;2.0
3296462370;0.370883;0.75;0.333333;island
3296462370;0.370883;0.75;0.25;island
3296462370;0.370883;0.75;0.333333;1.1
3296462370;0.370883;0.75;0.25;1.1
4165878451;0.370819;0.75;0.25;island
4165878451;0.370819;0.75;1.5;island
4165878451;0.370819;0.75;0.333333;island
4165878451;0.370819;0.75;0.5;island
4165878451;0.370819;0.75;1.33333;island
4165878451;0.370819;0.75;0.166667;island
4165878451;0.370819;0.75;1;island
4165878451;0.370819;0.75;0.75;island
527023745;0.370818;0.75;0.166667;1.1
729688750;0.370778;1.33333;4;1.1
641631622;0.370632;1;1;2.0
641631622;0.370632;1;0.5;2.0
641631622;0.370632;1;6;2.0
641631622;0.370632;1;3;2.0
641631622;0.370632;1;1.33333;2.0
641631622;0.370632;1;4;2.0
641631622;0.370632;1;2;2.0
641631622;0.370632;1;1.5;2.0
641631622;0.370632;1;0.75;2.0
2477596822;0.370565;0.333333;0.25;1.1
3341889739;0.370565;1;4;2.0
3341889739;0.370565;1;6;2.0
3341889739;0.370565;1;2;2.0
3341889739;0.370565;1;3;2.0
3638050065;0.370558;0.25;0.333333;1.1
3472421416;0.370464;0.333333;0.166667;1.1
4130328219;0.370373;0.166667;0.333333;2.0
2963204596;0.370361;0.75;1.5;1.1
1492644349;0.370319;0.75;0.166667;2.0
1185248100;0.370228;0.5;0.5;1.1
4165878451;0.370224;0.75;2;island
2614610669;0.370143;0.75;1.33333;1.1
522922187;0.370098;0.166667;0.333333;2.0
3334209107;0.370096;0.5;0.333333;2.0
2627943958;0.370062;0.5;1;1.1
2210055990;0.37002;0.75;1.33333;1.1
3824153470;0.369968;0.25;0.166667;1.1
3824153470;0.369968;0.25;0.166667;2.0
585977096;0.369949;0.5;2;island
3731109128;0.369945;0.333333;0.75;2.0
1357222459;0.369893;0.5;0.75;1.1
1357222459;0.369893;0.75;2;1.1
1357222459;0.369893;0.5;1;1.1
216963904;0.369815;0.75;0.5;1.1
25450821;0.369763;0.333333;0.166667;1.1
3777920591;0.369741;0.5;6;island
3777920591;0.369741;0.5;4;island
3761541260;0.369739;0.5;0.5;1.1
4124101795;0.369664;0.75;4;island
3334209107;0.369651;0.5;0.5;2.0
2881416280;0.369558;0.166667;0.333333;2.0
618850114;0.369476;0.75;0.5;island
618850114;0.369476;0.75;0.333333;island
2332951637;0.369446;0.5;3;island
2332951637;0.369446;0.5;4;island
4232827849;0.369444;0.166667;0.25;2.0
2775144178;0.369274;0.5;0.75;2.0
2775144178;0.369274;0.75;2;2.0
1511665086;0.369263;0.75;1.33333;1.1
25450821;0.36899;0.25;0.25;1.1
1127013037;0.368962;0.75;4;island
1127013037;0.368962;0.75;2;island
1127013037;0.368962;0.75;6;island
1127013037;0.368962;0.75;3;island
1127013037;0.368962;0.75;1.5;island
1127013037;0.368962;0.75;1.33333;island
1127013037;0.368962;0.75;0.75;island
1127013037;0.368962;0.75;1;island
3472421417;0.368923;0.5;1.33333;1.1
3787392401;0.368794;0.5;0.5;1.1
4016075121;0.368775;0.75;3;island
4016075121;0.368775;0.75;6;island
4016075121;0.368775;0.75;4;island
4253507459;0.368753;0.25;0.5;2.0
3141147545;0.368719;0.75;3;island
1506913802;0.368709;0.75;1.5;island
1506913802;0.368709;0.75;1;island
1506913802;0.368709;0.75;1.33333;island
1523078094;0.368685;0.5;0.166667;1.1
4024969579;0.368628;0.25;0.25;1.1
3528534956;0.368522;0.25;0.75;2.0
1973742259;0.368475;0.75;0.75;island
1973742259;0.368475;0.75;0.5;island
2554155895;0.368465;0.75;1.5;island
2554155895;0.368465;0.75;1;island
2554155895;0.368465;0.75;1.33333;island
2554155895;0.368465;0.75;2;island
2022199037;0.368421;0.5;6;island
3494304618;0.368333;0.75;4;island
3659153706;0.368312;0.5;0.333333;1.1
2716167268;0.368244;0.5;0.5;1.1
2706737117;0.36823;1.33333;3;island
2706737117;0.36823;1.33333;1.33333;island
2706737117;0.36823;1.33333;1.5;island
2706737117;0.36823;1.33333;1;island
2706737117;0.36823;1.33333;0.5;island
2706737117;0.36823;1.33333;4;island
2706737117;0.36823;1.33333;6;island
2706737117;0.36823;1.33333;0.75;island
2706737117;0.36823;1.33333;2;island
3465976602;0.368197;0.75;0.75;island
2614610669;0.368165;0.75;1.5;1.1
3164266330;0.368094;0.5;4;island
3164266330;0.368094;0.5;3;island
3164266330;0.368094;0.5;1.33333;island
3164266330;0.368094;0.5;6;island
3164266330;0.368094;0.5;2;island
3164266330;0.368094;0.5;1;island
3164266330;0.368094;0.5;1.5;island
1014396208;0.368085;0.166667;0.333333;2.0
2090285924;0.368074;0.25;0.25;2.0
3419279264;0.368061;0.5;0.333333;2.0
3584649332;0.367926;0.5;0.166667;1.1
1975507928;0.367881;0.75;1;1.1
4175165470;0.367694;0.5;1;1.1
3199799474;0.367688;0.75;6;island
381746118;0.367686;0.75;1.33333;island
381746118;0.367686;0.75;1.5;island
21652509;0.367676;0.75;2;island
21652509;0.367676;0.75;1.33333;island
21652509;0.367676;0.75;0.5;island
21652509;0.367676;0.75;4;island
21652509;0.367676;0.75;1.5;island
21652509;0.367676;0.75;0.25;island
21652509;0.367676;0.75;0.333333;island
21652509;0.367676;0.75;0.166667;island
21652509;0.367676;0.75;0.75;island
21652509;0.367676;0.75;1;island
21652509;0.367676;0.75;3;island
381746118;0.367646;0.75;1;island
381746118;0.367646;0.25;0.333333;1.1
381746118;0.367646;0.75;0.75;island
2644571925;0.36757;0.5;0.166667;island
1564166385;0.367529;0.5;0.5;island
3562818768;0.367463;0.75;4;island
3562818768;0.367463;0.75;2;island
3562818768;0.367463;0.75;6;island
3562818768;0.367463;0.75;3;island
3562818768;0.367463;0.75;1;island
3562818768;0.367463;0.75;1.33333;island
3562818768;0.367463;0.75;1.5;island
2745769313;0.367462;0.25;0.166667;2.0
1357222459;0.367397;0.75;2;2.0
1357222459;0.367397;0.75;4;2.0
1357222459;0.367397;0.75;3;2.0
422349553;0.36736;1;2;1.1
3309017835;0.367315;0.166667;0.166667;2.0
2997102765;0.36724;0.5;1.33333;1.1
2397924233;0.367159;0.75;0.5;island
2397924233;0.367159;0.5;0.166667;1.1
2397924233;0.367159;4;0.333333;island
2397924233;0.367159;6;2;1.1
2397924233;0.367159;1.33333;0.5;1.1
2397924233;0.367159;3;0.5;island
2397924233;0.367159;1.33333;0.166667;island
2397924233;0.367159;1;0.5;1.1
2397924233;0.367159;6;1.5;island
2397924233;0.367159;6;1.5;1.1
2397924233;0.367159;6;0.75;1.1
2397924233;0.367159;1;0.166667;island
2397924233;0.367159;2;6;island
2397924233;0.367159;4;0.75;island
2397924233;0.367159;4;1.33333;island
2397924233;0.367159;1.5;0.5;1.1
2397924233;0.367159;4;1.33333;1.1
2397924233;0.367159;6;3;1.1
2397924233;0.367159;3;3;island
2397924233;0.367159;0.75;0.166667;1.1
2397924233;0.367159;1.5;0.333333;1.1
2397924233;0.367159;2;4;1.1
2397924233;0.367159;2;3;1.1
2397924233;0.367159;3;0.333333;island
2397924233;0.367159;2;0.333333;island
2397924233;0.367159;3;4;island
2397924233;0.367159;3;6;island
2397924233;0.367159;1.5;0.166667;1.1
2397924233;0.367159;6;1;1.1
2397924233;0.367159;3;1;island
2397924233;0.367159;1.33333;0.333333;island
2397924233;0.367159;3;0.166667;1.1
2397924233;0.367159;4;0.166667;1.1
2397924233;0.367159;4;0.166667;island
2397924233;0.367159;6;6;island
2397924233;0.367159;2;1.5;1.1
2397924233;0.367159;2;1;1.1
2397924233;0.367159;3;0.75;1.1
2397924233;0.367159;6;0.25;1.1
2397924233;0.367159;6;4;1.1
2397924233;0.367159;1.33333;0.333333;1.1
2397924233;0.367159;1.33333;0.75;1.1
2397924233;0.367159;2;1.5;island
2397924233;0.367159;1.5;0.166667;island
2397924233;0.367159;4;4;1.1
2397924233;0.367159;0.75;0.333333;island
2397924233;0.367159;4;6;island
2397924233;0.367159;3;0.25;island
2397924233;0.367159;2;0.5;1.1
2397924233;0.367159;6;0.166667;island
2397924233;0.367159;2;2;island
2397924233;0.367159;3;2;1.1
2397924233;0.367159;4;2;island
2397924233;0.367159;2;0.75;island
2397924233;0.367159;2;0.166667;1.1
2397924233;0.367159;2;2;1.1
2397924233;0.367159;1.33333;0.25;1.1
2397924233;0.367159;4;4;island
2397924233;0.367159;3;0.333333;1.1
2397924233;0.367159;1;0.333333;island
2397924233;0.367159;6;0.166667;1.1
2397924233;0.367159;4;0.25;1.1
2397924233;0.367159;4;2;1.1
2397924233;0.367159;2;0.25;island
2397924233;0.367159;3;0.166667;island
2397924233;0.367159;2;0.333333;1.1
2397924233;0.367159;2;0.166667;island
2397924233;0.367159;6;0.333333;island
2397924233;0.367159;4;1;1.1
2397924233;0.367159;3;0.25;1.1
2397924233;0.367159;6;0.5;island
2397924233;0.367159;0.333333;0.166667;1.1
2397924233;0.367159;4;1.5;island
2397924233;0.367159;6;3;island
2397924233;0.367159;6;0.333333;1.1
2397924233;0.367159;4;1;island
2397924233;0.367159;4;0.5;1.1
2397924233;0.367159;0.75;0.333333;1.1
2397924233;0.367159;2;1.33333;1.1
2397924233;0.367159;4;3;island
2397924233;0.367159;3;0.75;island
2397924233;0.367159;6;0.75;island
2397924233;0.367159;6;2;island
2397924233;0.367159;4;1.5;1.1
2397924233;0.367159;4;3;1.1
2397924233;0.367159;2;0.25;1.1
2397924233;0.367159;6;4;island
2397924233;0.367159;1.33333;0.75;island
2397924233;0.367159;6;1;island
2397924233;0.367159;1.5;0.25;1.1
2397924233;0.367159;3;1.33333;1.1
2397924233;0.367159;6;0.5;1.1
2397924233;0.367159;0.5;0.25;1.1
2397924233;0.367159;1;0.5;island
2397924233;0.367159;3;2;island
2397924233;0.367159;1.33333;0.5;island
2397924233;0.367159;1.5;0.5;island
2397924233;0.367159;2;3;island
2397924233;0.367159;3;6;1.1
2397924233;0.367159;6;1.33333;1.1
2397924233;0.367159;1.5;0.333333;island
2397924233;0.367159;3;1;1.1
2397924233;0.367159;0.75;0.25;island
2397924233;0.367159;1.5;0.25;island
2397924233;0.367159;4;0.333333;1.1
2397924233;0.367159;3;3;1.1
2397924233;0.367159;3;1.5;island
2397924233;0.367159;1.33333;0.25;island
2397924233;0.367159;1;0.333333;1.1
2397924233;0.367159;2;1;island
2397924233;0.367159;4;6;1.1
2397924233;0.367159;3;1.5;1.1
2397924233;0.367159;1.33333;0.166667;1.1
2397924233;0.367159;4;0.75;1.1
2397924233;0.367159;1;0.25;1.1
2397924233;0.367159;1;0.166667;1.1
2397924233;0.367159;3;0.5;1.1
2397924233;0.367159;2;0.5;island
2397924233;0.367159;2;0.75;1.1
2397924233;0.367159;6;1.33333;island
2397924233;0.367159;2;4;island
2397924233;0.367159;1;0.25;island
2397924233;0.367159;4;0.25;island
2397924233;0.367159;6;6;1.1
2397924233;0.367159;0.75;0.5;1.1
2397924233;0.367159;0.75;0.25;1.1
2397924233;0.367159;2;1.33333;island
2397924233;0.367159;2;6;1.1
2397924233;0.367159;3;1.33333;island
2397924233;0.367159;0.75;0.166667;island
2397924233;0.367159;3;4;1.1
2397924233;0.367159;6;0.25;island
2397924233;0.367159;4;0.5;island
3472421416;0.367138;1.33333;1;1.1
2710734035;0.367132;0.75;6;island
764562583;0.367096;0.75;0.75;1.1
4120686601;0.367076;0.333333;0.333333;1.1
2339058945;0.36707;0.5;2;island
2339058945;0.36707;0.5;3;island
2339058945;0.36707;0.5;4;island
1363912325;0.367048;0.166667;0.166667;2.0
1363912325;0.367048;0.166667;0.25;2.0
3229596138;0.366972;1;6;island
1183835331;0.366952;1.33333;3;2.0
4125679033;0.366918;0.75;0.75;1.1
2031443492;0.366903;0.5;0.5;1.1
3229596138;0.366901;0.5;0.5;2.0
2549422523;0.3667;0.75;6;2.0
1188144173;0.366579;0.75;2;island
3794122445;0.366503;0.5;0.75;1.1
1818571989;0.36649;0.5;0.166667;1.1
1511665086;0.366299;0.75;1.33333;island
2721838998;0.366274;0.5;3;island
3608588880;0.366263;0.333333;0.333333;1.1
1579732082;0.366247;0.75;0.5;island
256466861;0.366168;0.5;3;island
2554155894;0.366136;0.75;0.5;island
2554155894;0.366136;0.75;0.75;island
105401661;0.366095;0.75;0.5;1.1
3998613564;0.366027;0.5;0.333333;1.1
2573812825;0.365979;1.33333;1.33333;1.1
127354155;0.365976;1;2;island
127354155;0.365976;1;1.5;island
1127013037;0.365949;0.75;0.5;island
1127013037;0.365949;0.75;0.333333;island
1127013037;0.365949;0.75;0.25;island
1027847120;0.365924;0.333333;6;island
3787733742;0.365874;0.25;0.333333;2.0
2418418158;0.365828;1;2;2.0
610927535;0.365796;6;0.75;island
610927535;0.365796;3;6;1.1
610927535;0.365796;4;1.5;island
610927535;0.365796;3;1.33333;1.1
610927535;0.365796;3;2;1.1
610927535;0.365796;3;1;island
610927535;0.365796;2;6;island
610927535;0.365796;2;4;island
610927535;0.365796;3;2;island
610927535;0.365796;2;2;island
610927535;0.365796;2;1.33333;1.1
610927535;0.365796;2;1.5;island
610927535;0.365796;2;1;1.1
610927535;0.365796;2;0.75;1.1
610927535;0.365796;2;0.166667;1.1
610927535;0.365796;1.5;4;island
610927535;0.365796;1.5;6;island
610927535;0.365796;1.5;2;island
610927535;0.365796;2;1;island
610927535;0.365796;2;0.25;island
610927535;0.365796;1.33333;1.5;island
610927535;0.365796;1.33333;0.5;island
610927535;0.365796;1.5;1;island
610927535;0.365796;3;0.5;island
610927535;0.365796;1;0.333333;1.1
610927535;0.365796;1.33333;6;island
610927535;0.365796;1.5;0.5;island
610927535;0.365796;4;3;1.1
610927535;0.365796;6;2;island
610927535;0.365796;1;0.25;1.1
610927535;0.365796;1;0.166667;1.1
610927535;0.365796;1.5;0.75;island
610927535;0.365796;6;0.5;island
610927535;0.365796;3;0.75;1.1
610927535;0.365796;1;0.25;island
610927535;0.365796;1;0.166667;island
610927535;0.365796;4;0.5;island
610927535;0.365796;1.33333;1.33333;island
610927535;0.365796;1;4;island
610927535;0.365796;4;2;island
610927535;0.365796;1;1;island
610927535;0.365796;4;0.75;island
610927535;0.365796;3;4;island
610927535;0.365796;1.5;0.5;1.1
610927535;0.365796;3;1.5;island
610927535;0.365796;3;1.33333;island
610927535;0.365796;1.5;1.33333;island
610927535;0.365796;4;4;1.1
610927535;0.365796;1.33333;3;island
610927535;0.365796;3;0.333333;island
610927535;0.365796;3;3;island
610927535;0.365796;1;3;island
610927535;0.365796;1.33333;0.75;island
610927535;0.365796;6;1.5;1.1
610927535;0.365796;4;6;1.1
610927535;0.365796;2;0.75;island
610927535;0.365796;2;0.333333;1.1
610927535;0.365796;6;1;island
610927535;0.365796;1.33333;4;island
610927535;0.365796;3;1;1.1
610927535;0.365796;6;0.166667;1.1
610927535;0.365796;6;6;1.1
610927535;0.365796;1.5;0.333333;1.1
610927535;0.365796;1.5;0.166667;1.1
610927535;0.365796;1.5;0.25;1.1
610927535;0.365796;1.33333;0.75;1.1
610927535;0.365796;1.5;0.25;island
610927535;0.365796;4;4;island
610927535;0.365796;2;1.5;1.1
610927535;0.365796;6;3;1.1
610927535;0.365796;6;1.33333;1.1
610927535;0.365796;6;3;island
610927535;0.365796;6;0.75;1.1
610927535;0.365796;4;3;island
610927535;0.365796;6;0.333333;island
610927535;0.365796;4;2;1.1
610927535;0.365796;4;0.333333;1.1
610927535;0.365796;3;0.333333;1.1
610927535;0.365796;3;0.25;1.1
610927535;0.365796;3;0.25;island
610927535;0.365796;6;0.5;1.1
610927535;0.365796;2;0.5;island
610927535;0.365796;1.33333;1;1.1
610927535;0.365796;1.33333;2;island
610927535;0.365796;1.33333;0.333333;island
610927535;0.365796;1;2;island
610927535;0.365796;1;1.33333;island
610927535;0.365796;1;0.75;island
610927535;0.365796;4;1.33333;1.1
610927535;0.365796;4;0.5;1.1
610927535;0.365796;3;0.166667;1.1
610927535;0.365796;3;0.166667;island
610927535;0.365796;6;1.5;island
610927535;0.365796;6;0.166667;island
610927535;0.365796;6;1.33333;island
610927535;0.365796;6;0.333333;1.1
610927535;0.365796;4;0.333333;island
610927535;0.365796;2;3;island
610927535;0.365796;1;0.5;island
610927535;0.365796;3;1.5;1.1
610927535;0.365796;3;0.5;1.1
610927535;0.365796;1.33333;0.5;1.1
610927535;0.365796;1.33333;0.25;1.1
610927535;0.365796;6;6;island
610927535;0.365796;1;0.333333;island
610927535;0.365796;4;1;island
610927535;0.365796;1;1.5;island
610927535;0.365796;4;1;1.1
610927535;0.365796;4;0.25;island
610927535;0.365796;4;1.33333;island
610927535;0.365796;6;2;1.1
610927535;0.365796;3;0.75;island
610927535;0.365796;1.33333;0.25;island
610927535;0.365796;2;1.33333;island
610927535;0.365796;2;0.25;1.1
610927535;0.365796;1.33333;1;island
610927535;0.365796;2;0.5;1.1
610927535;0.365796;1.5;3;island
610927535;0.365796;2;0.166667;island
610927535;0.365796;6;1;1.1
610927535;0.365796;2;0.333333;island
610927535;0.365796;1;0.75;1.1
610927535;0.365796;4;1.5;1.1
610927535;0.365796;4;0.166667;1.1
610927535;0.365796;4;6;island
610927535;0.365796;1.33333;0.333333;1.1
610927535;0.365796;1.33333;0.166667;1.1
610927535;0.365796;1.5;1.5;island
610927535;0.365796;4;0.75;1.1
610927535;0.365796;1.5;0.333333;island
610927535;0.365796;3;6;island
610927535;0.365796;1.5;0.75;1.1
610927535;0.365796;1;0.5;1.1
610927535;0.365796;6;4;island
610927535;0.365796;4;0.166667;island
610927535;0.365796;6;4;1.1
610927535;0.365796;3;4;1.1
610927535;0.365796;1.33333;0.166667;island
610927535;0.365796;1.5;0.166667;island
610927535;0.365796;6;0.25;island
610927535;0.365796;1;6;island
610927535;0.365796;3;3;1.1
610927535;0.365796;4;0.25;1.1
610927535;0.365796;6;0.25;1.1
202226563;0.365774;0.75;3;island
202226563;0.365774;0.75;4;island
1291252749;0.365693;0.333333;1.5;2.0
1291252749;0.365693;0.333333;1.33333;2.0
3328921543;0.365646;1;1.5;island
3328921543;0.365646;1;2;island
3328921543;0.365646;1;3;island
3328921543;0.365646;1;4;island
3328921543;0.365646;1;6;island
1203506902;0.365637;0.166667;0.166667;2.0
3265429194;0.36556;0.166667;0.166667;1.1
1588003141;0.365552;0.5;1.33333;island
202226563;0.365446;0.75;3;2.0
202226563;0.365446;0.75;4;2.0
1830341770;0.365444;0.75;4;2.0
1830341770;0.365444;0.75;3;2.0
1830341770;0.365444;0.75;6;2.0
4061464400;0.365412;0.75;6;island
3913061151;0.36538;0.5;0.5;island
3913061151;0.36538;0.5;0.333333;island
3913061151;0.36538;0.5;0.25;island
3913061151;0.36538;0.5;0.166667;island
3206788903;0.365373;0.5;0.5;1.1
1973742259;0.36535;0.75;3;island
1973742259;0.36535;0.75;1;island
1973742259;0.36535;0.75;1.5;island
1973742259;0.36535;0.75;1.33333;island
1973742259;0.36535;0.75;2;island
1973742259;0.36535;0.75;6;island
1973742259;0.36535;0.75;4;island
479361835;0.365332;0.333333;0.166667;1.1
422349553;0.365292;1;1.33333;1.1
749853205;0.365149;0.5;0.75;2.0
3726673206;0.365139;0.5;6;island
754479658;0.365019;0.166667;0.166667;2.0
754479658;0.365019;0.166667;0.25;2.0
3790187568;0.365012;0.75;3;island
3790187568;0.365012;0.75;4;island
3790187568;0.365012;0.75;6;island
3718350738;0.364839;0.25;0.5;1.1
1768564416;0.364825;0.166667;0.25;2.0
3472421417;0.364777;0.75;0.75;1.1
1906266480;0.364702;0.5;2;island
661085444;0.364637;0.25;0.333333;2.0
2939261816;0.364568;0.75;3;2.0
2773206279;0.36447;0.75;4;2.0
2773206279;0.36447;0.75;6;2.0
682787516;0.364311;0.5;0.5;2.0
729688750;0.36428;1.33333;3;1.1
272727223;0.364269;0.75;2;2.0
272727223;0.364269;0.75;1.33333;2.0
272727223;0.364269;0.75;1.5;2.0
2332951637;0.364235;0.5;6;island
641631622;0.364185;1;1.33333;island
641631622;0.364185;1;0.75;island
641631622;0.364185;1;2;island
641631622;0.364185;1;0.5;island
641631622;0.364185;1;1;island
641631622;0.364185;1;1.5;island
641631622;0.364185;1;6;island
641631622;0.364185;1;4;island
641631622;0.364185;1;3;island
655837172;0.364102;0.25;0.25;2.0
3421942942;0.364061;0.75;1;1.1
2684560424;0.363968;0.75;1;1.1
2706737117;0.363914;1;1;island
2706737117;0.363914;1;0.75;island
2768566729;0.363496;0.5;0.75;1.1
578013777;0.363432;0.75;0.333333;1.1
290453557;0.363391;0.333333;0.25;1.1
3036948151;0.363359;0.5;1;2.0
57368252;0.363332;0.5;2;island
3515065447;0.363219;0.166667;0.25;1.1
1375403897;0.363203;1.33333;0.5;island
1375403897;0.363203;2;1;island
1375403897;0.363203;6;1.5;1.1
1375403897;0.363203;2;0.75;island
1375403897;0.363203;1.5;0.333333;1.1
1375403897;0.363203;1;0.333333;island
1375403897;0.363203;3;4;1.1
1375403897;0.363203;6;3;1.1
1375403897;0.363203;6;0.166667;island
1375403897;0.363203;2;6;island
1375403897;0.363203;1.5;0.75;island
1375403897;0.363203;4;3;island
1375403897;0.363203;2;1.33333;island
1375403897;0.363203;4;0.75;island
1375403897;0.363203;2;0.166667;island
1375403897;0.363203;4;1.33333;island
1375403897;0.363203;1.5;1;island
1375403897;0.363203;6;1.5;island
1375403897;0.363203;3;3;island
1375403897;0.363203;3;1;1.1
1375403897;0.363203;3;0.25;island
1375403897;0.363203;3;0.166667;1.1
1375403897;0.363203;3;1.33333;island
1375403897;0.363203;4;0.5;1.1
1375403897;0.363203;4;1.5;island
1375403897;0.363203;3;0.5;1.1
1375403897;0.363203;1.33333;3;island
1375403897;0.363203;1.33333;0.75;island
1375403897;0.363203;3;1;island
1375403897;0.363203;1;0.166667;island
1375403897;0.363203;4;2;1.1
1375403897;0.363203;3;0.75;1.1
1375403897;0.363203;3;1.33333;1.1
1375403897;0.363203;4;6;1.1
1375403897;0.363203;2;0.25;island
1375403897;0.363203;0.75;0.166667;1.1
1375403897;0.363203;4;3;1.1
1375403897;0.363203;6;6;1.1
1375403897;0.363203;2;0.5;island
1375403897;0.363203;4;0.25;1.1
1375403897;0.363203;4;0.166667;island
1375403897;0.363203;1;0.166667;1.1
1375403897;0.363203;1.5;0.5;island
1375403897;0.363203;4;1.33333;1.1
1375403897;0.363203;1;0.25;1.1
1375403897;0.363203;3;1.5;island
1375403897;0.363203;1.5;0.25;island
1375403897;0.363203;1;0.333333;1.1
1375403897;0.363203;4;1.5;1.1
1375403897;0.363203;3;1.5;1.1
1375403897;0.363203;4;0.5;island
1375403897;0.363203;2;0.333333;island
1375403897;0.363203;1.33333;0.166667;1.1
1375403897;0.363203;1.33333;6;island
1375403897;0.363203;3;2;island
1375403897;0.363203;6;1.33333;island
1375403897;0.363203;6;0.25;1.1
1375403897;0.363203;2;3;island
1375403897;0.363203;4;6;island
1375403897;0.363203;6;4;1.1
1375403897;0.363203;3;4;island
1375403897;0.363203;6;0.5;island
1375403897;0.363203;6;2;island
1375403897;0.363203;4;2;island
1375403897;0.363203;3;0.75;island
1375403897;0.363203;3;2;1.1
1375403897;0.363203;1.5;0.166667;island
1375403897;0.363203;1;0.25;island
1375403897;0.363203;4;1;1.1
1375403897;0.363203;2;2;island
1375403897;0.363203;4;4;island
1375403897;0.363203;4;0.25;island
1375403897;0.363203;1.33333;0.25;1.1
1375403897;0.363203;2;4;island
1375403897;0.363203;1.5;0.25;1.1
1375403897;0.363203;6;1.33333;1.1
1375403897;0.363203;1.33333;0.333333;island
1375403897;0.363203;6;1;1.1
1375403897;0.363203;6;4;island
1375403897;0.363203;1.33333;1.5;island
1375403897;0.363203;1.5;6;island
1375403897;0.363203;6;1;island
1375403897;0.363203;2;0.25;1.1
1375403897;0.363203;6;0.75;island
1375403897;0.363203;2;0.333333;1.1
1375403897;0.363203;3;0.25;1.1
1375403897;0.363203;1.33333;1.33333;island
1375403897;0.363203;0.75;0.25;island
1375403897;0.363203;6;0.5;1.1
1375403897;0.363203;6;3;island
1375403897;0.363203;3;0.333333;island
1375403897;0.363203;1.5;0.333333;island
1375403897;0.363203;0.75;0.166667;island
1375403897;0.363203;1.33333;2;island
1375403897;0.363203;1.33333;1;island
1375403897;0.363203;3;0.166667;island
1375403897;0.363203;6;0.333333;island
1375403897;0.363203;3;0.5;island
1375403897;0.363203;1.33333;0.166667;island
1375403897;0.363203;4;4;1.1
1375403897;0.363203;4;0.166667;1.1
1375403897;0.363203;6;0.333333;1.1
1375403897;0.363203;4;0.75;1.1
1375403897;0.363203;1.33333;0.5;1.1
1375403897;0.363203;0.75;0.25;1.1
1375403897;0.363203;2;1.5;island
1375403897;0.363203;6;2;1.1
1375403897;0.363203;1.5;0.5;1.1
1375403897;0.363203;6;0.75;1.1
1375403897;0.363203;6;0.25;island
1375403897;0.363203;1.5;1.5;island
1375403897;0.363203;1.5;1.33333;island
1375403897;0.363203;2;0.166667;1.1
1375403897;0.363203;3;0.333333;1.1
1375403897;0.363203;1.5;0.166667;1.1
